individualID,plotID,siteID,taxonID,plntStt,ntrgnPr,crbnPrc,CNratio,extrCAC,extrCBC,extrcCC,lgnnPrc,clllsPr,lfMssPA,dryMssF,geometry,elevation,stemDiameter,height
GUAN.02995,GUAN_042,GUAN,BUBU,OK,1.56,41.47,26.6,14.68,3.81,3.45,9.81,27.11,132.8,0.493,"list(c(-66.8641260188946, -66.8641148788157, -66.8641030212705, -66.8640847411767, -66.8640793948287, -66.864076058205, -66.8640717534131, -66.8640681120707, -66.8640616895244, -66.8640540827513, -66.8640513015497, -66.8640451837246, -66.8640372182218, -66.8640258620824, -66.8640193855276, -66.8640161915853, -66.8640262014564, -66.8640376462572, -66.8640400493594, -66.8640485162662, -66.864065361415, -66.8640770762814, -66.8640911596049, -66.8641137292183, -66.8641250853623, -66.864132225371, -66.8641260188946, 
17.9705857007389, 17.9705931828305, 17.970602872618, 17.970609356369, 17.9706028387881, 17.970605449605, 17.9706186957874, 17.9706260723622, 17.9706228663263, 17.9706156480152, 17.9706050654038, 17.9705970936076, 17.9705909791428, 17.970583813582, 17.9705769456319, 17.9705638049548, 17.9705559725082, 17.9705437246651, 17.9705286739, 17.9705179330216, 17.9705158646707, 17.9705219263805, 17.9705360126408, 17.9705660952427, 17.970573260794, 17.9705742591285, 17.9705857007389))",142.76,20,5.2
GUAN.02995,GUAN_042,GUAN,BUBU,OK,1.56,41.47,26.6,14.68,3.81,3.45,9.22,25.72,132.8,0.493,"list(c(-66.8641260188946, -66.8641148788157, -66.8641030212705, -66.8640847411767, -66.8640793948287, -66.864076058205, -66.8640717534131, -66.8640681120707, -66.8640616895244, -66.8640540827513, -66.8640513015497, -66.8640451837246, -66.8640372182218, -66.8640258620824, -66.8640193855276, -66.8640161915853, -66.8640262014564, -66.8640376462572, -66.8640400493594, -66.8640485162662, -66.864065361415, -66.8640770762814, -66.8640911596049, -66.8641137292183, -66.8641250853623, -66.864132225371, -66.8641260188946, 
17.9705857007389, 17.9705931828305, 17.970602872618, 17.970609356369, 17.9706028387881, 17.970605449605, 17.9706186957874, 17.9706260723622, 17.9706228663263, 17.9706156480152, 17.9706050654038, 17.9705970936076, 17.9705909791428, 17.970583813582, 17.9705769456319, 17.9705638049548, 17.9705559725082, 17.9705437246651, 17.9705286739, 17.9705179330216, 17.9705158646707, 17.9705219263805, 17.9705360126408, 17.9705660952427, 17.970573260794, 17.9705742591285, 17.9705857007389))",142.76,20,5.2
GUAN.02692,GUAN_042,GUAN,BUSI,OK,2.07,48.29,23.3,13.22,3.07,3.74,20.72,19.56,58.5,0.271,"list(c(-66.8640635707505, -66.8640683023858, -66.8640725082839, -66.8640677766486, -66.8640598905898, -66.8640520045309, -66.8640456956839, -66.8640420155231, -66.8640430669976, -66.8640504273192, -66.8640598905898, -66.864060416327, -66.8640572619035, -66.8640635707505, 17.9708526676281, 17.9708552963144, 17.970864759585, 17.9708705426948, 17.9708726456438, 17.970868965483, 17.9708673882713, 17.970862656636, 17.9708500389419, 17.9708432043576, 17.9708453073066, 17.9708484617301, 17.9708542448399, 
17.9708526676281))",152.37,24.1,5.6
GUAN.00065,GUAN_043,GUAN,GUOF,OK,1.99,50.19,25.2,11.9,3.23,3.36,12.63,11.99,131.6,0.484,"list(c(-66.8677370051216, -66.8677408627331, -66.8677412755738, -66.8677466220718, -66.8677550005019, -66.8677693344772, -66.8677806906826, -66.8677834180944, -66.8677806028042, -66.8677688000342, -66.8677530854854, -66.8677402403912, -66.8677244175254, -66.867716397777, -66.8677151050985, -66.8677185836028, -66.8677277131256, -66.8677370051216, 17.968911371834, 17.9689186428043, 17.968921200868, 17.9689277182921, 17.9689363905576, 17.9689420486386, 17.9689492138095, 17.9689561344529, 17.9689686273429, 
17.9689819795745, 17.9689843989048, 17.9689779872774, 17.9689730827383, 17.9689633066024, 17.9689519704795, 17.9689336079179, 17.9689169969764, 17.968911371834))",113.56,17.2,5.4
GUAN.00045,GUAN_043,GUAN,SWMA2,OK,1.54,49.81,32.3,20.28,5.57,6.09,24.92,24.56,119.8,0.523,"list(c(-66.8677712024846, -66.8677835805766, -66.8678041746222, -66.8678140419471, -66.8678281255757, -66.8678339932528, -66.8678312862933, -66.8678278078079, -66.8678167765601, -66.8678007033184, -66.8677841089112, -66.8677709051235, -66.867756516972, -66.8677504531028, -66.8677412489819, -66.8677376958892, -66.8677405111864, -66.8677448695287, -66.8677567264624, -66.8677712024846, 17.9689669286227, 17.968967120251, 17.9689649983395, 17.9689729170519, 17.9689870028573, 17.9690034022007, 17.9690232189522, 
17.9690415815092, 17.9690563879338, 17.9690599111401, 17.9690535524203, 17.9690482446684, 17.9690389246597, 17.9690346149782, 17.9690208265921, 17.9690087898248, 17.9689962969386, 17.9689867124385, 17.9689770221426, 17.9689669286227))",116.12,28.3,8.4
GUAN.00138,GUAN_043,GUAN,PIAL3,OK,3.81,50.75,13.3,17.94,5,5.43,31.38,18.37,81.2,0.294,"list(c(-66.8676616676381, -66.8676495061651, -66.8676349759689, -66.8676177725233, -66.8676037972298, -66.8675991139511, -66.8675969414591, -66.8676012456618, -66.867613819974, -66.8676228074513, -66.8676330334421, -66.8676448024768, -66.8676536478949, -66.8676552450936, -66.8676616676381, 17.9689900838804, 17.9690045399649, 17.9690109715329, 17.9690141443845, 17.9690073824144, 17.9689949953155, 17.9689748811334, 17.9689616347058, 17.9689497366879, 17.9689488773597, 17.968955692222, 17.9689654154718, 
17.9689803077402, 17.968986878061, 17.9689900838804))",113.56,26.3,6
GUAN.04332,GUAN_004,GUAN,BUSI,OK,2.24,50.23,22.5,8.66,2.55,2.71,16.17,15.53,46.2,0.243,"list(c(-66.8526116134749, -66.8526170227891, -66.8526188639991, -66.8526228966622, -66.852623874425, -66.8526272309234, -66.852633829604, -66.8526372347469, -66.8526399880483, -66.8526421381536, -66.8526423497593, -66.8526389689385, -66.8526364515648, -66.8526356367627, -66.8526361986115, -66.8526357583753, -66.8526313997911, -66.8526276930484, -66.8526255015948, -66.8526214446085, -66.8526170130564, -66.8526132576689, -66.8526101784458, -66.8526069119402, -66.8526022687839, -66.8526003546075, -66.85260100645, 
-66.8526049004757, -66.8526101468299, -66.8526116134749, 17.9692206494747, 17.9692179128289, 17.969215724937, 17.9692120095593, 17.9692090020984, 17.9692056288011, 17.9692027092359, 17.9692026617246, 17.9692046191872, 17.96921190741, 17.9692147319527, 17.9692164423573, 17.9692189723304, 17.9692214785477, 17.9692249634963, 17.9692297930126, 17.9692345108774, 17.9692372237683, 17.969238751254, 17.9692408037385, 17.969240532924, 17.9692399200285, 17.9692389650523, 17.9692368484264, 17.9692337530688, 
17.9692309522814, 17.9692289473078, 17.9692273960674, 17.9692251606655, 17.9692206494747))",133.51,14.2,5.4
GUAN.04332,GUAN_004,GUAN,BUSI,OK,2.21,50.09,22.7,8.66,2.55,2.71,16.17,15.53,46.2,0.243,"list(c(-66.8526116134749, -66.8526170227891, -66.8526188639991, -66.8526228966622, -66.852623874425, -66.8526272309234, -66.852633829604, -66.8526372347469, -66.8526399880483, -66.8526421381536, -66.8526423497593, -66.8526389689385, -66.8526364515648, -66.8526356367627, -66.8526361986115, -66.8526357583753, -66.8526313997911, -66.8526276930484, -66.8526255015948, -66.8526214446085, -66.8526170130564, -66.8526132576689, -66.8526101784458, -66.8526069119402, -66.8526022687839, -66.8526003546075, -66.85260100645, 
-66.8526049004757, -66.8526101468299, -66.8526116134749, 17.9692206494747, 17.9692179128289, 17.969215724937, 17.9692120095593, 17.9692090020984, 17.9692056288011, 17.9692027092359, 17.9692026617246, 17.9692046191872, 17.96921190741, 17.9692147319527, 17.9692164423573, 17.9692189723304, 17.9692214785477, 17.9692249634963, 17.9692297930126, 17.9692345108774, 17.9692372237683, 17.969238751254, 17.9692408037385, 17.969240532924, 17.9692399200285, 17.9692389650523, 17.9692368484264, 17.9692337530688, 
17.9692309522814, 17.9692289473078, 17.9692273960674, 17.9692251606655, 17.9692206494747))",133.51,14.2,5.4
GUAN.04334,GUAN_004,GUAN,BUBU,OK,1.7,43.94,25.8,17.44,4.75,3.88,12.69,29.99,135.1,0.491,"list(c(-66.8526424251556, -66.8526433785948, -66.852645545724, -66.8526497413445, -66.8526548247344, -66.852660958854, -66.8526635491948, -66.8526649988145, -66.8526635321727, -66.8526598740789, -66.8526546520507, -66.8526498945802, -66.852644062057, -66.8526411457955, -66.8526404209864, -66.8526424251556, 17.9691849590378, 17.9691802886829, 17.9691770983029, 17.9691728816797, 17.9691711475183, 17.9691713945751, 17.969173853281, 17.9691798206923, 17.9691843318849, 17.9691903705643, 17.9691942688625, 
17.9691950005366, 17.9691920880987, 17.9691906318796, 17.969187648174, 17.9691849590378))",135.76,27.7,5.5
GUAN.08788Z,GUAN_004,GUAN,PIAC,OK,2.74,47.96,17.5,17.68,4.73,3.9,13.27,19.81,108.7,0.424,"list(c(-66.8527244390252, -66.8527255971358, -66.8527312991606, -66.8527396057406, -66.8527433600376, -66.8527431793875, -66.8527456475565, -66.8527495382407, -66.8527462481557, -66.8527404336728, -66.8527362020214, -66.8527306722765, -66.8527262085193, -66.852721800991, -66.8527179103073, -66.8527139394654, -66.8527085341439, -66.852705641255, -66.8527002359341, -66.8526980884002, -66.8526973633814, -66.8526986459153, -66.8527005493804, -66.8527038071666, -66.8527059870004, -66.8527106230371, -66.8527145256844, 
-66.8527244390252, 17.9692263119821, 17.9692253140701, 17.9692257253813, 17.9692266730372, 17.9692313657847, 17.9692361952525, 17.9692388606296, 17.9692414243443, 17.9692455608869, 17.969248914528, 17.9692516733936, 17.9692515869294, 17.9692499311499, 17.9692463928944, 17.9692438291788, 17.9692415120194, 17.969238478562, 17.9692354100469, 17.969232376589, 17.9692287249847, 17.9692249717186, 17.9692210268149, 17.9692194458142, 17.969218827668, 17.9692189608769, 17.9692209415044, 17.9692243231804, 
17.9692263119821))",133.51,NA,NA
GUAN.04562,GUAN_001,GUAN,BOSU2,OK,1.69,41.76,24.7,10.14,2.63,2.79,7.39,23.95,134.9,0.414,"list(c(-66.8512919969471, -66.8512892388555, -66.8512862576924, -66.8512866511403, -66.8512885858866, -66.8512931475739, -66.8512995885341, -66.8513030320864, -66.851307200326, -66.8513087253792, -66.8513102734136, -66.8513132315968, -66.8513202498531, -66.8513205418697, -66.8513170590911, -66.8513116970367, -66.8513068892956, -66.8513048626273, -66.8513025736609, -66.851296155678, -66.8512912789938, -66.8512897769215, -66.8512898391289, -66.8512919969471, 17.9727110030143, 17.9727096258059, 17.9727040047532, 
17.9726978647807, 17.9726869844876, 17.9726795280602, 17.9726794382845, 17.9726836372413, 17.9726823207862, 17.972687490251, 17.9726942323411, 17.9726982807679, 17.972704632022, 17.9727135937423, 17.9727177319456, 17.9727145034983, 17.972716143456, 17.9727207332467, 17.9727294163517, 17.9727310787528, 17.9727280008339, 17.9727244039952, 17.9727176394621, 17.9727110030143))",150.74,12.4,8.6
GUAN.04566,GUAN_001,GUAN,BUBU,OK,1.63,38.95,23.9,18.72,5.4,4.09,5.03,22.45,114.7,0.464,"list(c(-66.8513096386611, -66.8513427202345, -66.8513568022392, -66.8513693416197, -66.8513696091943, -66.8513616063694, -66.8513472346694, -66.8513353752663, -66.8513210948924, -66.8513127709786, -66.8512968944673, -66.8512826140966, -66.8512731064613, -66.8512695017756, -66.8512725713502, -66.851279443975, -66.8512932048996, -66.8513096386611, 17.9728076448817, 17.9728130440789, 17.9728271322868, 17.972838311842, 17.9728566215629, 17.9728735814867, 17.9728909964514, 17.9729006847475, 17.9728986861813, 
17.9728936744385, 17.9728851052755, 17.9728831067035, 17.9728740824973, 17.9728583831734, 17.9728374630564, 17.9728201526206, 17.9728122691689, 17.9728076448817))",147.73,43,11.7
GUAN.08869Z,GUAN_001,GUAN,EURH,OK,1.31,45.05,34.4,7.47,2.62,2.59,11.77,28.77,148.1,0.476,"list(c(-66.8511799478609, -66.8511841814005, -66.8511866356885, -66.8511901043724, -66.8511917671846, -66.8511919572068, -66.8511903324836, -66.851186467518, -66.8511832066021, -66.8511793479141, -66.8511773279959, -66.8511741240024, -66.8511720952112, -66.85117130114, -66.8511718608239, -66.8511734944209, -66.8511764400016, -66.8511799478609, 17.9727317884217, 17.9727320938554, 17.9727340640524, 17.9727373563798, 17.9727404916575, 17.9727449837298, 17.9727487114814, 17.9727523489764, 17.9727547632632, 
17.972754574084, 17.9727525370938, 17.9727503343875, 17.9727476901261, 17.9727444212618, 17.9727401616987, 17.9727370412183, 17.9727343276291, 17.9727317884217))",152.08,NA,NA
GUAN.02440,GUAN_007,GUAN,BUSI,OK,2.05,49.23,24,15.22,3.97,3.57,19.11,17.4,76.2,0.323,"list(c(-66.8577380642389, -66.8577465986058, -66.8577645366192, -66.8577747031948, -66.8577730351714, -66.857763187652, -66.8577477511156, -66.8577380989409, -66.8577290501685, -66.8577229999297, -66.8577180674945, -66.8577160272424, -66.8577269925667, -66.8577380642389, 17.9727486482274, 17.9727488909465, 17.9727580579667, 17.9727684205419, 17.9727811222987, 17.972792489648, 17.9728021240692, 17.9728015347648, 17.9727915187731, 17.9727836342266, 17.9727760962651, 17.9727634464412, 17.9727524256805, 
17.9727486482274))",177.88,23.6,8.7
GUAN.02440,GUAN_007,GUAN,BUSI,OK,2.04,49.25,24.1,15.22,3.97,3.57,19.11,17.4,76.2,0.323,"list(c(-66.8577380642389, -66.8577465986058, -66.8577645366192, -66.8577747031948, -66.8577730351714, -66.857763187652, -66.8577477511156, -66.8577380989409, -66.8577290501685, -66.8577229999297, -66.8577180674945, -66.8577160272424, -66.8577269925667, -66.8577380642389, 17.9727486482274, 17.9727488909465, 17.9727580579667, 17.9727684205419, 17.9727811222987, 17.972792489648, 17.9728021240692, 17.9728015347648, 17.9727915187731, 17.9727836342266, 17.9727760962651, 17.9727634464412, 17.9727524256805, 
17.9727486482274))",177.88,23.6,8.7
GUAN.02790,GUAN_007,GUAN,BUBU,OK,1.37,44.4,32.4,14.26,3.72,3.46,6.36,25.77,111.5,0.496,"list(c(-66.8577545934325, -66.8577615094977, -66.8577651010497, -66.8577741934407, -66.85778088248, -66.8577861963095, -66.8577912831156, -66.8577903350057, -66.8577935925559, -66.8577928714697, -66.8577868765664, -66.8577768630099, -66.8577707080455, -66.8577625637632, -66.8577602673918, -66.857755754678, -66.8577520430824, -66.8577485985265, -66.8577545934325, 17.9729007431007, 17.9728965575394, 17.9728940540182, 17.9728860218533, 17.9728853830129, 17.9728861263332, 17.9728904163759, 17.972901878024, 
17.9729146436717, 17.9729225585964, 17.9729324554423, 17.9729347763237, 17.9729337722029, 17.9729303427201, 17.9729260135974, 17.9729228058346, 17.9729171336304, 17.9729106399454, 17.9729007431007))",170.97,18.5,11.6
GUAN.02073,GUAN_003,GUAN,PIAL3,OK,3.39,50.84,15,9.26,2.41,3.61,23.65,13.38,81,0.307,"list(c(-66.8616790409765, -66.8616728347051, -66.8616668911088, -66.8616635416192, -66.8616624840829, -66.8616662799646, -66.8616724072772, -66.8616768666834, -66.8616817793204, -66.8616843210475, -66.861681241071, -66.8616790409765, 17.9732244157547, 17.9732224917312, 17.9732197595415, 17.9732160523615, 17.9732094973233, 17.9732062261043, 17.9732027880606, 17.9732072841282, 17.9732145894975, 17.9732193806573, 17.973224653013, 17.9732244157547))",182.78,11.5,5.8
GUAN.02069,GUAN_003,GUAN,BUSI,OK,2.12,50.63,23.9,13.46,3.74,3.37,23.06,18.67,83.4,0.342,"list(c(-66.8616973476654, -66.8616909182066, -66.8616835101691, -66.8616768901545, -66.8616743681704, -66.8616729363625, -66.8616744926691, -66.8616778747947, -66.8616805607555, -66.8616846587847, -66.8616893611203, -66.8616910753425, -66.8616938994804, -66.8616970060324, -66.8616973476654, 17.9731064368782, 17.9731080020562, 17.9731083742627, 17.9731063219699, 17.9731028713247, 17.9730988690497, 17.9730926795344, 17.9730892800446, 17.9730852199348, 17.9730838215822, 17.973086168968, 17.9730907035944, 
17.9730960271086, 17.9731018829739, 17.9731064368782))",185.75,15.2,5
GUAN.08877Z,GUAN_003,GUAN,AMEL,OK,2.3,48.65,21.1,12.14,3.32,3.42,10.02,20.78,90.5,0.41,"list(c(-66.8616915453779, -66.861685260148, -66.8616776220671, -66.8616732545192, -66.8616708638699, -66.8616719145684, -66.8616763473963, -66.8616812137142, -66.8616852920082, -66.8616906115557, -66.8616963645939, -66.8617026232408, -66.8617098407268, -66.861716664201, -66.8617227193925, -66.8617286629873, -66.8617342323117, -66.8617280328864, -66.8617227725598, -66.861718057321, -66.8617147344128, -66.8617107153385, -66.8617039510804, -66.8616960769043, -66.8616915453779, 17.9732251786841, 17.973217892594, 
17.9732119662984, 17.9732043851141, 17.9732005303876, 17.9731972977243, 17.9731906655731, 17.9731855022067, 17.9731827633377, 17.9731804092731, 17.9731795239936, 17.9731756818645, 17.9731716921882, 17.9731689147604, 17.9731699023476, 17.9731726345346, 17.9731779194874, 17.9731857831697, 17.9731921587874, 17.9731982585897, 17.9732056796298, 17.9732124400505, 17.9732192390278, 17.9732252491171, 17.9732251786841))",182.85,NA,NA
GUAN.08870Z,GUAN_010,GUAN,AMEL,OK,2.03,46.5,22.9,7.74,2.31,2.65,10.53,20.29,171,0.562,"list(c(-66.8713361997024, -66.8713285136993, -66.8713287369792, -66.8713371714271, -66.8713361997024, 17.9724589268612, 17.9724597631843, 17.9724413273262, 17.9724407229519, 17.9724589268612))",177.62,NA,NA
GUAN.08786Z,GUAN_010,GUAN,COKR,OK,1.24,47.65,38.3,7.39,1.8,2.22,28.44,35.87,158.2,0.247,"list(c(-66.8713824145851, -66.8713792326666, -66.8713785580146, -66.8713747174862, -66.8713686672028, -66.8713626700042, -66.8713577245981, -66.8713536026016, -66.8713526199388, -66.8713527421532, -66.8713534168062, -66.8713568005676, -66.8713636742584, -66.8713684178217, -66.8713723114341, -66.8713756526081, -66.8713807998541, -66.8713834132913, -66.8713824145851, 17.9725205230453, 17.9725284448712, 17.9725323928227, 17.9725329842033, 17.9725328907669, 17.9725363769503, 17.9725366259217, 17.9725305975963, 
17.972526136032, 17.9725220168763, 17.9725180689248, 17.9725113973743, 17.972505213514, 17.9725037142673, 17.9725067025075, 17.9725095195433, 17.9725105208459, 17.9725137062126, 17.9725205230453))",179.26,NA,NA
GUAN.08289,GUAN_049,GUAN,BUSI,OK,1.84,50.06,27.2,15.32,3.53,4.15,16.03,15.82,42.3,0.216,"list(c(-66.8643240789006, -66.8643239058484, -66.8643177654026, -66.8643045203755, -66.864294890396, -66.8642835869619, -66.8642739569843, -66.8642705625351, -66.8642707831325, -66.864276244691, -66.8642821170023, -66.864289978443, -66.8642992452029, -66.8643098697435, -66.8643228941719, -66.8643240789006, 17.9676804214446, 17.9676910605302, 17.9676998496617, 17.9676968128381, 17.967692758169, 17.9676871154361, 17.9676830607647, 17.9676766620802, 17.9676692455525, 17.9676591766857, 17.9676545815248, 
17.9676506030154, 17.9676524065381, 17.9676567695335, 17.9676672228851, 17.9676804214446))",122.24,26,6.9
GUAN.08289,GUAN_049,GUAN,BUSI,OK,1.89,49.8,26.4,15.32,3.53,4.15,16.03,15.82,42.3,0.216,"list(c(-66.8643240789006, -66.8643239058484, -66.8643177654026, -66.8643045203755, -66.864294890396, -66.8642835869619, -66.8642739569843, -66.8642705625351, -66.8642707831325, -66.864276244691, -66.8642821170023, -66.864289978443, -66.8642992452029, -66.8643098697435, -66.8643228941719, -66.8643240789006, 17.9676804214446, 17.9676910605302, 17.9676998496617, 17.9676968128381, 17.967692758169, 17.9676871154361, 17.9676830607647, 17.9676766620802, 17.9676692455525, 17.9676591766857, 17.9676545815248, 
17.9676506030154, 17.9676524065381, 17.9676567695335, 17.9676672228851, 17.9676804214446))",122.24,26,6.9
